model_type,data,route,MAE_test,MSE_test,RMSE_test,MAPE_test,R2_test,5_fold_cv_MAE,MAE_actual_vs_planned,MAPE_actual_vs_planned
MLP,test,29A_15,219.3563189400663,80000.32909191045,282.84329423182453,0.0887857939920328,0.6220020064644566,228.6585997587809,260.23270951993493,0.10041874508649336
MLP,test,37_14,374.54613255086093,235151.42840264118,484.9241470607967,0.09276757001111738,0.5587013134761383,384.2878401346181,490.8801169590643,0.11292794153590092
MLP,test,15A_83,237.59921067498755,98038.53819125546,313.11106366791876,0.09784229888322465,0.6761090455185159,250.77369002787114,305.65969703435036,0.11739053439175764
MLP,test,29A_14,203.33373888089633,70186.08473219248,264.9265647914389,0.0837645569161132,0.6257852513646818,208.17959578855388,254.19195767195768,0.10089706115195046
MLP,test,41_7,336.7635736337108,187251.29146352477,432.7254227145948,0.09196701989144196,0.5232643922919729,335.02724237817097,426.09138155045474,0.11127685587836492
MLP,test,4_12,391.1362887359052,243844.6494109801,493.8062873343961,0.08942320582834533,0.6095009990107949,406.4787023807524,470.7645519947678,0.10272590238403059
MLP,test,150_8,222.1596366664508,83373.10292110383,288.74400932504875,0.09495935897618173,0.4838434712135874,224.7755907205485,278.84180543382996,0.11203967719079226
MLP,test,25A_270,255.71713489108697,115474.20007237107,339.81494974819907,0.07651233947143776,0.6990301789084559,261.92462241187485,345.71431782423014,0.10000193802518124
MLP,test,1_40,288.59762829166647,139573.20406898146,373.594973291908,0.0917381241857028,0.5205230015066611,305.2649329089334,357.4413948256468,0.10747433668770631
MLP,test,83_16,411.70898235838763,289300.1609799746,537.8663040012589,0.08333849308284864,0.5885696416129454,434.67591706250676,509.5867084358917,0.10006621662420201
MLP,test,25B_271,290.92609576389157,145937.67898435963,382.01790401021736,0.08121318175078272,0.6683865282929374,294.7826184999889,381.80401775286145,0.10197529162989492
MLP,test,27B_23,248.6130002306729,102272.00222515837,319.79994093989194,0.09202699549530524,0.4805954968207129,253.65101919332923,298.0688474705211,0.10780844903690194
MLP,test,1_37,253.5085441517439,106629.73898068482,326.5420937347662,0.08490475717432062,0.5300220749063502,267.21615709672716,332.5174175568973,0.10698331717738171
MLP,test,25A_273,271.8203761736609,123157.02668590704,350.93735436101275,0.08572092794884677,0.6431449969605185,274.94283615695076,368.4909857176305,0.10912978094941284
MLP,test,41_3,290.38289380286847,140950.77297270647,375.43411269183633,0.08602238866073947,0.5792828871805578,293.3781680524359,387.41812588736394,0.10923967103692067
MLP,test,25B_274,265.01739099179485,116198.35429732369,340.87879707796975,0.08075754662601149,0.6227425195831303,275.1779641630342,372.361216730038,0.10579919954110478
MLP,test,83_22,437.72523043202585,315762.8996086959,561.9278419945891,0.09300424646449243,0.42994822568749447,448.4840333159374,510.6293739585813,0.10407095530862778
MLP,test,151_17,301.4644757946952,148868.17455731097,385.83438747383695,0.08073668174402267,0.5666389893248487,316.6378063121521,410.20448386302047,0.1032169074457529
