model_type,data,route,MAE_test,MSE_test,RMSE_test,MAPE_test,R2_test,5_fold_cv_MAE,MAE_actual_vs_planned,MAPE_actual_vs_planned
MLP,test,150_9,233.24526918549728,88521.64668154839,297.52587565041864,0.09921098113595411,0.4629145697985104,237.53005701915822,366.6985867446394,0.14454944656519145
MLP,test,77A_28,365.66763446873256,225799.22915351434,475.18336371711746,0.07813784014211145,0.6776424505766047,382.82620467072076,507.8811274509804,0.10481815207860319
MLP,test,11_42,373.88313366356755,248715.67463194372,498.71402088967153,0.08739388593817951,0.6239893367998965,388.07430665094796,489.9555388093444,0.10889675148066673
MLP,test,18_3,376.2056136784652,234809.94299152738,484.5719172543198,0.09761621518150061,0.6000128080467215,399.12099274132083,480.3396761133603,0.11786582084334433
MLP,test,15B_61,305.41874077145224,155371.53556802304,394.1719619252783,0.08989658024927985,0.6054077245350489,312.9613857385655,431.96403835908364,0.11838452404863972
MLP,test,39_21,398.0593522978926,282976.1240752538,531.9550019270932,0.07952647478708305,0.5804563027984552,407.27092326763506,582.9599690082645,0.11183408143015298
MLP,test,77A_29,386.09685455111213,250617.15938661748,500.6167789703193,0.08334678030791806,0.6858955980544968,398.8818790649361,541.2414149238316,0.11072349737278163
MLP,test,11_40,506.6556120852778,537362.892649762,733.0504025302503,0.10458167779076728,0.5456831327974874,513.3185902896928,1606.6205737916775,0.2834790104027563
MLP,test,41C_78,327.14982044817924,180652.2201599671,425.03202251120695,0.08897837796490644,0.5873551439925287,338.65366289673017,489.3373056994819,0.12398475286311808
MLP,test,18_4,361.92707674643077,225137.02617213718,474.4860653087055,0.09268528948176259,0.7095069295471602,382.7793967156147,467.47635135135135,0.11464681621185527
MLP,test,120_9,141.9259981801869,32981.56879628643,181.6082839418027,0.09631060013779584,0.43448263359436257,142.02231134037706,176.12800218340612,0.1133492388422763
MLP,test,42_44,286.854012775881,143536.84828425277,378.86257176481917,0.09143108286783658,0.5135392150198415,291.65997196258405,349.77319309600864,0.10647366650657643
MLP,test,15A_84,272.9863118770661,124947.07037974751,353.4785288808183,0.0952215103662214,0.6282353169826508,282.7015863016142,381.799944582987,0.12620506157403857
MLP,test,67_6,314.59410768159245,174067.38453209796,417.2138354993731,0.07562705503573373,0.6300324810039253,329.0422611288096,505.08902077151333,0.11466416335926742
MLP,test,42_42,271.6001785814128,122972.6127587035,350.6745111334776,0.08208216166014469,0.5732462752594536,280.4783644345061,334.5964961067853,0.09712917728113223
MLP,test,120_7,159.77537755135432,41303.525644772664,203.23268842578614,0.1006390986674464,0.46802106613178907,158.81570360762527,189.90534979423867,0.11072871821011972
MLP,test,151_15,301.1708697505088,152633.5718441258,390.68346758485416,0.07574275413786447,0.5601400149942566,319.12603482147205,397.9585062240664,0.09525522682539833
MLP,test,27B_34,227.78608668376378,87566.7191080709,295.91674354127196,0.07833246685247035,0.5107753522224752,237.6515710950427,300.7206420726556,0.09846124468922961
MLP,test,39_20,370.02531505578906,234583.84361048683,484.338563001633,0.0726359971910503,0.7057814297958573,393.0471494209893,901.9736992567181,0.16694500075632493
MLP,test,67_4,347.1853081136387,201153.14692694522,448.5009999174419,0.08105285003278503,0.5708513175657072,353.00195997040777,451.4455899198167,0.0997586439070851
